ssn,staX,staY,zoneUTM,dc_0_mean,dc_1as_mean,dc_0_med,dc_1as_med,dc_0_unc,dc_1as_unc
1,709.3156474961163,4899.047215952385,54.0,-0.05233957624601527,-0.17380967570771305,-0.05193272477685554,-0.17369702935088968,0.0193072821768428,0.13481995757821855
2,667.6752331939205,4857.261376584086,54.0,-0.05233957624601527,-0.0908050473455196,-0.05193272477685554,-0.09280251640706352,0.0193072821768428,0.12874280645370606
3,819.8396797384605,4886.73951333974,54.0,-0.05233957624601527,-0.030411977529575238,-0.05193272477685554,-0.029790416267153876,0.0193072821768428,0.10660965886959009
4,805.6140450425772,4870.803030726163,54.0,-0.05233957624601527,-0.01028670291300331,-0.05193272477685554,-0.009379348878634163,0.0193072821768428,0.12053087223876477
5,735.8336122292334,4885.121782214496,54.0,-0.05233957624601527,-0.1793599041835793,-0.05193272477685554,-0.1776254185604425,0.0193072821768428,0.12455753999363499
6,756.232407030068,4867.317475790108,54.0,-0.05233957624601527,-0.08343655923294173,-0.05193272477685554,-0.07908030901846305,0.0193072821768428,0.12222369670830278
7,777.8676705895632,4861.758225558903,54.0,-0.05233957624601527,0.009865243393822155,-0.05193272477685554,0.008400996111324931,0.0193072821768428,0.12778623648541818
8,697.39154249737,4846.12742864999,54.0,-0.05233957624601527,-0.16436079974321435,-0.05193272477685554,-0.1627664397987569,0.0193072821768428,0.11982740224265304
9,756.4256578398193,4846.011984473181,54.0,-0.05233957624601527,-0.09607965084492551,-0.05193272477685554,-0.09823714935104393,0.0193072821768428,0.12222987507181104
10,702.4690973001353,4834.41795369018,54.0,-0.05233957624601527,-0.19746799678894605,-0.05193272477685554,-0.1987538975777639,0.0193072821768428,0.11293103937755705
11,128.51496790687293,3913.739001202812,54.0,-0.05233957624601527,0.012547899933572148,-0.05193272477685554,0.014384741355221844,0.0193072821768428,0.1179130896867775
12,154.50504546553583,3901.5896026139903,54.0,-0.05233957624601527,0.02424752237239154,-0.05193272477685554,0.025791862971323035,0.0193072821768428,0.11368419553090837
13,182.17667623346983,3902.5741380529994,54.0,-0.05233957624601527,0.17844529141633983,-0.05193272477685554,0.1802026519096467,0.0193072821768428,0.10970084034714792
14,166.08076979623368,3894.653559544712,54.0,-0.05233957624601527,0.1165480473185633,-0.05193272477685554,0.11579748190831146,0.0193072821768428,0.10049416426612605
15,187.83731878982752,3889.567114997888,54.0,-0.05233957624601527,0.022315788757473195,-0.05193272477685554,0.025636201486491195,0.0193072821768428,0.1049831500391554
16,143.10717359488643,3838.030342010029,54.0,-0.05233957624601527,-0.07885768576138166,-0.05193272477685554,-0.07647453035701116,0.0193072821768428,0.11485234588383032
17,139.77999744006962,3872.595402570746,54.0,-0.05233957624601527,0.1374931174917952,-0.05193272477685554,0.13122245748377726,0.0193072821768428,0.12010306756705912
18,123.08297592290974,3868.4555154718055,54.0,-0.05233957624601527,0.15177201935508025,-0.05193272477685554,0.15149003098412966,0.0193072821768428,0.12626887915487348
19,137.03362976716522,3837.5668472098328,54.0,-0.05233957624601527,-0.062300320509053375,-0.05193272477685554,-0.060554521425521285,0.0193072821768428,0.11592334759980273
20,172.65571807246388,3903.30306557218,54.0,-0.05233957624601527,0.05320576708856827,-0.05193272477685554,0.05737052999160917,0.0193072821768428,0.10780745684650118
21,161.89050717369193,3870.304886320098,54.0,-0.05233957624601527,0.011860433062213132,-0.05193272477685554,0.011548903700387293,0.0193072821768428,0.10424122663955254
22,169.18230311230798,3841.7481574939534,54.0,-0.05233957624601527,-0.1737372941832841,-0.05193272477685554,-0.17581577395853842,0.0193072821768428,0.12317532786837522
23,191.90109938987828,3878.2746935665655,54.0,-0.05233957624601527,-0.16095940764270564,-0.05193272477685554,-0.15862349144411753,0.0193072821768428,0.11655933335242064
24,141.44423435963492,3914.1041134189504,54.0,-0.05233957624601527,-0.034902396948556055,-0.05193272477685554,-0.032035053649856565,0.0193072821768428,0.11426260692653326
