ssn,staX,staY,zoneUTM,dc_0_mean,dc_1as_mean,dc_0_med,dc_1as_med,dc_0_unc,dc_1as_unc
1,709.3156474961163,4899.047215952385,54.0,-0.05248888110064261,-0.1528960273184613,-0.05232302575991722,-0.1539733557313768,0.022456391268802584,0.16931493463712752
2,667.6752331939205,4857.261376584086,54.0,-0.05248888110064261,-0.06656339693200435,-0.05232302575991722,-0.061621583165970106,0.022456391268802584,0.1573026215505773
3,819.8396797384605,4886.73951333974,54.0,-0.05248888110064261,-0.10074840419282248,-0.05232302575991722,-0.09713627586975998,0.022456391268802584,0.14526643801502545
4,805.6140450425772,4870.803030726163,54.0,-0.05248888110064261,-0.005708165882326653,-0.05232302575991722,-0.006975939960335694,0.022456391268802584,0.15236590567676034
5,735.8336122292334,4885.121782214496,54.0,-0.05248888110064261,-0.10715277053558497,-0.05232302575991722,-0.10742732469170027,0.022456391268802584,0.1559625809649601
6,756.232407030068,4867.317475790108,54.0,-0.05248888110064261,-0.07929592899448268,-0.05232302575991722,-0.0800641199224911,0.022456391268802584,0.1523523807935734
7,777.8676705895632,4861.758225558903,54.0,-0.05248888110064261,0.014557174631167973,-0.05232302575991722,0.013127877757996623,0.022456391268802584,0.15400526687121427
8,697.39154249737,4846.12742864999,54.0,-0.05248888110064261,-0.15537342049958872,-0.05232302575991722,-0.1518611317674628,0.022456391268802584,0.14775499996084274
9,756.4256578398193,4846.011984473181,54.0,-0.05248888110064261,-0.07430809830437167,-0.05232302575991722,-0.07557619840478656,0.022456391268802584,0.1562918705241671
10,702.4690973001353,4834.41795369018,54.0,-0.05248888110064261,-0.17791883479247592,-0.05232302575991722,-0.17368389393905506,0.022456391268802584,0.14820432932181932
11,128.51496790687293,3913.739001202812,54.0,-0.05248888110064261,-0.024937985492269263,-0.05232302575991722,-0.021926420918807157,0.022456391268802584,0.13738019613097768
12,154.50504546553583,3901.5896026139903,54.0,-0.05248888110064261,0.021567462526095,-0.05232302575991722,0.023018374654414045,0.022456391268802584,0.1346696604466829
13,182.17667623346983,3902.5741380529994,54.0,-0.05248888110064261,0.08909590342833056,-0.05232302575991722,0.09598533049616871,0.022456391268802584,0.13072409594553847
14,166.08076979623368,3894.653559544712,54.0,-0.05248888110064261,0.15427705458233745,-0.05232302575991722,0.15406903143491224,0.022456391268802584,0.1310281566112484
15,187.83731878982752,3889.567114997888,54.0,-0.05248888110064261,-0.014930382086652694,-0.05232302575991722,-0.011236680372603093,0.022456391268802584,0.1360166440255668
16,143.10717359488643,3838.030342010029,54.0,-0.05248888110064261,0.017927050765951733,-0.05232302575991722,0.013008331108490142,0.022456391268802584,0.1430187117230705
17,139.77999744006962,3872.595402570746,54.0,-0.05248888110064261,0.15036039036358628,-0.05232302575991722,0.1433063692331842,0.022456391268802584,0.15256380185240825
18,123.08297592290974,3868.4555154718055,54.0,-0.05248888110064261,0.1516296450242682,-0.05232302575991722,0.14785704179832027,0.022456391268802584,0.15004355575275616
19,137.03362976716522,3837.5668472098328,54.0,-0.05248888110064261,0.0012113667290460184,-0.05232302575991722,0.00033686730879471086,0.022456391268802584,0.13862590202898628
20,172.65571807246388,3903.30306557218,54.0,-0.05248888110064261,0.05720345148515631,-0.05232302575991722,0.054675108071452816,0.022456391268802584,0.1323454828657773
21,161.89050717369193,3870.304886320098,54.0,-0.05248888110064261,0.05094439154917981,-0.05232302575991722,0.046904877242338154,0.022456391268802584,0.1378739545744291
22,169.18230311230798,3841.7481574939534,54.0,-0.05248888110064261,-0.047615476446859435,-0.05232302575991722,-0.04338053298902221,0.022456391268802584,0.14338346252433548
23,191.90109938987828,3878.2746935665655,54.0,-0.05248888110064261,-0.13828272753031493,-0.05232302575991722,-0.136355473420037,0.022456391268802584,0.15033861753718294
24,141.44423435963492,3914.1041134189504,54.0,-0.05248888110064261,-0.09452107053716298,-0.05232302575991722,-0.08901111371222584,0.022456391268802584,0.143598184415637
25,143.62984271407734,3856.494018898308,54.0,-0.05248888110064261,0.0552663019190629,-0.05232302575991722,0.057547253753357265,0.022456391268802584,0.1484083036202386
26,140.03220610245066,3900.631536167624,54.0,-0.05248888110064261,0.06139646180543944,-0.05232302575991722,0.06696097195146072,0.022456391268802584,0.14132583700411813
27,166.13464768580218,3894.629348195649,54.0,-0.05248888110064261,0.15507410601174745,-0.05232302575991722,0.1533173865245667,0.022456391268802584,0.13092722095340384
28,184.34237201585265,3895.6542281596544,54.0,-0.05248888110064261,0.03898902750492154,-0.05232302575991722,0.043729758668046306,0.022456391268802584,0.13032397874332527
29,201.93033620389085,3898.3572697427626,54.0,-0.05248888110064261,0.13957670425971777,-0.05232302575991722,0.1309475807803323,0.022456391268802584,0.14175174836224608
30,156.44613989927444,3875.4647167104135,54.0,-0.05248888110064261,0.1287006633066106,-0.05232302575991722,0.12580405529999483,0.022456391268802584,0.14584106780340075
