ssn,staX,staY,zoneUTM,dc_0_mean,dc_1as_mean,dc_0_med,dc_1as_med,dc_0_unc,dc_1as_unc
1,709.3156474961163,4899.047215952385,54.0,-0.021212282076224963,-0.13704975551922954,-0.020442829961483895,-0.13958613480270665,0.021713312225856807,0.15492261504670582
2,667.6752331939205,4857.261376584086,54.0,-0.021212282076224963,-0.11567949057759869,-0.020442829961483895,-0.12075643135011835,0.021713312225856807,0.15240331730887863
3,819.8396797384605,4886.73951333974,54.0,-0.021212282076224963,-0.27412809441908204,-0.020442829961483895,-0.2737775338332405,0.021713312225856807,0.135790396252689
4,805.6140450425772,4870.803030726163,54.0,-0.021212282076224963,-0.29226172346827606,-0.020442829961483895,-0.29443502560039664,0.021713312225856807,0.1397262456653013
5,735.8336122292334,4885.121782214496,54.0,-0.021212282076224963,-0.15678664485568278,-0.020442829961483895,-0.16324474479150303,0.021713312225856807,0.15584313152882862
6,756.232407030068,4867.317475790108,54.0,-0.021212282076224963,-0.17925081872536988,-0.020442829961483895,-0.17677079026151138,0.021713312225856807,0.13340691832799695
7,777.8676705895632,4861.758225558903,54.0,-0.021212282076224963,-0.17911956438727028,-0.020442829961483895,-0.17661068231166688,0.021713312225856807,0.1427757754494209
8,697.39154249737,4846.12742864999,54.0,-0.021212282076224963,-0.14120614843900395,-0.020442829961483895,-0.1400930989308523,0.021713312225856807,0.13163168764474031
9,756.4256578398193,4846.011984473181,54.0,-0.021212282076224963,-0.17170987854253336,-0.020442829961483895,-0.17376224157465303,0.021713312225856807,0.1362543436682522
10,702.4690973001353,4834.41795369018,54.0,-0.021212282076224963,-0.1762382831557048,-0.020442829961483895,-0.17046859101789946,0.021713312225856807,0.13219405751261845
11,128.51496790687293,3913.739001202812,54.0,-0.021212282076224963,0.037647380982275484,-0.020442829961483895,0.03676627753432532,0.021713312225856807,0.13566335618361658
12,154.50504546553583,3901.5896026139903,54.0,-0.021212282076224963,-0.08411635000440441,-0.020442829961483895,-0.08030471073733844,0.021713312225856807,0.13194503143178007
13,182.17667623346983,3902.5741380529994,54.0,-0.021212282076224963,-0.08361976876258956,-0.020442829961483895,-0.07743534910015198,0.021713312225856807,0.12421791041686363
14,166.08076979623368,3894.653559544712,54.0,-0.021212282076224963,-0.17394410512004205,-0.020442829961483895,-0.1743877589939132,0.021713312225856807,0.12152087543884386
15,187.83731878982752,3889.567114997888,54.0,-0.021212282076224963,-0.16627879300271858,-0.020442829961483895,-0.16433834211416137,0.021713312225856807,0.12366812543592816
16,143.10717359488643,3838.030342010029,54.0,-0.021212282076224963,-0.020815913461148763,-0.020442829961483895,-0.01481484810564072,0.021713312225856807,0.13835738741856637
17,139.77999744006962,3872.595402570746,54.0,-0.021212282076224963,0.04307749052165979,-0.020442829961483895,0.0410562202854563,0.021713312225856807,0.14140181503396332
18,123.08297592290974,3868.4555154718055,54.0,-0.021212282076224963,0.04903677515704433,-0.020442829961483895,0.03841626687994236,0.021713312225856807,0.14399324844537764
19,137.03362976716522,3837.5668472098328,54.0,-0.021212282076224963,-0.043977636802772564,-0.020442829961483895,-0.04149445642077977,0.021713312225856807,0.13850846569833994
20,172.65571807246388,3903.30306557218,54.0,-0.021212282076224963,-0.12962038551415367,-0.020442829961483895,-0.12559539937251402,0.021713312225856807,0.12697096456481577
21,161.89050717369193,3870.304886320098,54.0,-0.021212282076224963,-0.11653600252179352,-0.020442829961483895,-0.118060015065265,0.021713312225856807,0.13585620017302544
22,169.18230311230798,3841.7481574939534,54.0,-0.021212282076224963,-0.11851498058898767,-0.020442829961483895,-0.12000066603887694,0.021713312225856807,0.1409682960238673
23,191.90109938987828,3878.2746935665655,54.0,-0.021212282076224963,-0.2570670813634711,-0.020442829961483895,-0.25925335208899447,0.021713312225856807,0.14034965717885792
