ssn,staX,staY,zoneUTM,dc_0_mean,dc_1as_mean,dc_0_med,dc_1as_med,dc_0_unc,dc_1as_unc
1,709.3156474961163,4899.047215952385,54.0,-0.07493749604138895,-0.2146103668218728,-0.0744258788755369,-0.21590044806495579,0.027880311889110554,0.17795935629588597
2,667.6752331939205,4857.261376584086,54.0,-0.07493749604138895,-0.016033378124828662,-0.0744258788755369,-0.021559293337683524,0.027880311889110554,0.17966132938318305
3,819.8396797384605,4886.73951333974,54.0,-0.07493749604138895,0.08193411986129749,-0.0744258788755369,0.08231200525190654,0.027880311889110554,0.15423378378122657
4,805.6140450425772,4870.803030726163,54.0,-0.07493749604138895,0.14320846712849403,-0.0744258788755369,0.14443729635196445,0.027880311889110554,0.17952846056450072
5,735.8336122292334,4885.121782214496,54.0,-0.07493749604138895,-0.22636215928581876,-0.0744258788755369,-0.22613489915019003,0.027880311889110554,0.17790288546149974
6,756.232407030068,4867.317475790108,54.0,-0.07493749604138895,-0.0715586113384136,-0.0744258788755369,-0.07505485808227255,0.027880311889110554,0.1749151376901001
7,777.8676705895632,4861.758225558903,54.0,-0.07493749604138895,0.05977930483680322,-0.0744258788755369,0.0628408251267155,0.027880311889110554,0.16886186417706867
8,697.39154249737,4846.12742864999,54.0,-0.07493749604138895,-0.17487471967263646,-0.0744258788755369,-0.17262285024916968,0.027880311889110554,0.15945023307173145
9,756.4256578398193,4846.011984473181,54.0,-0.07493749604138895,-0.04912935064384279,-0.0744258788755369,-0.049570313175782345,0.027880311889110554,0.16745563950356093
10,702.4690973001353,4834.41795369018,54.0,-0.07493749604138895,-0.1745168772591644,-0.0744258788755369,-0.17625126074183795,0.027880311889110554,0.1556505923292056
11,128.51496790687293,3913.739001202812,54.0,-0.07493749604138895,-0.04512903699818606,-0.0744258788755369,-0.04278142578210031,0.027880311889110554,0.1536416603093349
12,154.50504546553583,3901.5896026139903,54.0,-0.07493749604138895,0.08464708104076124,-0.0744258788755369,0.08457893368392141,0.027880311889110554,0.15360321078100106
13,182.17667623346983,3902.5741380529994,54.0,-0.07493749604138895,0.26219077957323206,-0.0744258788755369,0.2599622662779882,0.027880311889110554,0.15336135539446286
14,166.08076979623368,3894.653559544712,54.0,-0.07493749604138895,0.1525749885391428,-0.0744258788755369,0.1501504787336378,0.027880311889110554,0.14631112958757433
15,187.83731878982752,3889.567114997888,54.0,-0.07493749604138895,0.09864791339904869,-0.0744258788755369,0.09457783957176319,0.027880311889110554,0.15171175324750125
16,143.10717359488643,3838.030342010029,54.0,-0.07493749604138895,-0.10262241046553103,-0.0744258788755369,-0.10526123416112135,0.027880311889110554,0.15826536977868585
17,139.77999744006962,3872.595402570746,54.0,-0.07493749604138895,0.19485585347742965,-0.0744258788755369,0.19498702082109134,0.027880311889110554,0.16883225041930838
18,123.08297592290974,3868.4555154718055,54.0,-0.07493749604138895,0.1725178530884673,-0.0744258788755369,0.16950438194009,0.027880311889110554,0.1647695122664954
19,137.03362976716522,3837.5668472098328,54.0,-0.07493749604138895,-0.07897190550613169,-0.0744258788755369,-0.07492053737489532,0.027880311889110554,0.16705805339029053
20,172.65571807246388,3903.30306557218,54.0,-0.07493749604138895,0.15592333428009406,-0.0744258788755369,0.15481183268154308,0.027880311889110554,0.1515642756598854
21,161.89050717369193,3870.304886320098,54.0,-0.07493749604138895,0.08342967042481114,-0.0744258788755369,0.0852629609896172,0.027880311889110554,0.1579118283499187
22,169.18230311230798,3841.7481574939534,54.0,-0.07493749604138895,-0.19625048664741143,-0.0744258788755369,-0.1934262277448645,0.027880311889110554,0.16518706428468027
