ssn,staX,staY,zoneUTM,dc_0_mean,dc_1as_mean,dc_0_med,dc_1as_med,dc_0_unc,dc_1as_unc
1,709.3156474961163,4899.047215952385,54.0,-0.009420599551965033,-0.12445537108485102,-0.009643361277832545,-0.1275520959425046,0.025840769735778046,0.16165825776826925
2,667.6752331939205,4857.261376584086,54.0,-0.009420599551965033,-0.18525174176943346,-0.009643361277832545,-0.18903300691124147,0.025840769735778046,0.15585212966917952
3,819.8396797384605,4886.73951333974,54.0,-0.009420599551965033,-0.21794891399402885,-0.009643361277832545,-0.2145977846961632,0.025840769735778046,0.13682035974549456
4,805.6140450425772,4870.803030726163,54.0,-0.009420599551965033,-0.2014594178650955,-0.009643361277832545,-0.2049172955729348,0.025840769735778046,0.1499420454813264
5,735.8336122292334,4885.121782214496,54.0,-0.009420599551965033,-0.21808627527497876,-0.009643361277832545,-0.2145906827463376,0.025840769735778046,0.15888719814838978
6,756.232407030068,4867.317475790108,54.0,-0.009420599551965033,-0.1343308921931756,-0.009643361277832545,-0.13452910050211814,0.025840769735778046,0.15832372003224882
7,777.8676705895632,4861.758225558903,54.0,-0.009420599551965033,-0.15414861263335122,-0.009643361277832545,-0.1512170678370794,0.025840769735778046,0.15692356250896697
8,697.39154249737,4846.12742864999,54.0,-0.009420599551965033,-0.049797762860775474,-0.009643361277832545,-0.050209753539398605,0.025840769735778046,0.1441881472339974
9,756.4256578398193,4846.011984473181,54.0,-0.009420599551965033,-0.1285078760983609,-0.009643361277832545,-0.1311391904366797,0.025840769735778046,0.152057698568419
10,702.4690973001353,4834.41795369018,54.0,-0.009420599551965033,-0.057722448541862,-0.009643361277832545,-0.06037686778954006,0.025840769735778046,0.14299753238652785
11,128.51496790687293,3913.739001202812,54.0,-0.009420599551965033,0.06551691771913992,-0.009643361277832545,0.07074669512266635,0.025840769735778046,0.14171947277646904
12,154.50504546553583,3901.5896026139903,54.0,-0.009420599551965033,-0.0030154520408115374,-0.009643361277832545,-0.005377805909807556,0.025840769735778046,0.13874840570209068
13,182.17667623346983,3902.5741380529994,54.0,-0.009420599551965033,-0.1721948149116665,-0.009643361277832545,-0.17553292252945885,0.025840769735778046,0.13726601260738752
14,166.08076979623368,3894.653559544712,54.0,-0.009420599551965033,-0.12267652108586322,-0.009643361277832545,-0.12171811150503573,0.025840769735778046,0.12478405811634516
15,187.83731878982752,3889.567114997888,54.0,-0.009420599551965033,-0.31032942920573475,-0.009643361277832545,-0.3106842861358915,0.025840769735778046,0.13405100454582464
16,143.10717359488643,3838.030342010029,54.0,-0.009420599551965033,-0.10428056627533781,-0.009643361277832545,-0.09837595735054977,0.025840769735778046,0.14683672647912002
17,139.77999744006962,3872.595402570746,54.0,-0.009420599551965033,0.09739830076914763,-0.009643361277832545,0.095142590640972,0.025840769735778046,0.14938436161053828
18,123.08297592290974,3868.4555154718055,54.0,-0.009420599551965033,0.09590554176110773,-0.009643361277832545,0.0975370941342783,0.025840769735778046,0.15126991766982206
19,137.03362976716522,3837.5668472098328,54.0,-0.009420599551965033,-0.130259887564222,-0.009643361277832545,-0.12609217954185983,0.025840769735778046,0.14426262725392602
20,172.65571807246388,3903.30306557218,54.0,-0.009420599551965033,-0.11782303985615696,-0.009643361277832545,-0.11662155678200231,0.025840769735778046,0.13858942441327177
21,161.89050717369193,3870.304886320098,54.0,-0.009420599551965033,-0.1647635987657041,-0.009643361277832545,-0.16814239454912905,0.025840769735778046,0.1355374256018923
22,169.18230311230798,3841.7481574939534,54.0,-0.009420599551965033,-0.14765097584270492,-0.009643361277832545,-0.15192894725984085,0.025840769735778046,0.14794010691875628
23,191.90109938987828,3878.2746935665655,54.0,-0.009420599551965033,-0.31009056074088076,-0.009643361277832545,-0.31061546490107306,0.025840769735778046,0.1430046338061721
24,141.44423435963492,3914.1041134189504,54.0,-0.009420599551965033,-0.005555513477251947,-0.009643361277832545,-0.0082926864882551,0.025840769735778046,0.13374219121963254
25,143.62984271407734,3856.494018898308,54.0,-0.009420599551965033,-0.11136727224876507,-0.009643361277832545,-0.115928958133978,0.025840769735778046,0.14462968108305088
26,140.03220610245066,3900.631536167624,54.0,-0.009420599551965033,-0.021626542945830912,-0.009643361277832545,-0.023091138926082628,0.025840769735778046,0.1396932428599922
27,166.13464768580218,3894.629348195649,54.0,-0.009420599551965033,-0.12341513324871943,-0.009643361277832545,-0.11964828742286804,0.025840769735778046,0.1244226653875855
28,184.34237201585265,3895.6542281596544,54.0,-0.009420599551965033,-0.2747825891956262,-0.009643361277832545,-0.2738442026536071,0.025840769735778046,0.12972582789976872
29,201.93033620389085,3898.3572697427626,54.0,-0.009420599551965033,-0.26405719847120196,-0.009643361277832545,-0.26302961767766386,0.025840769735778046,0.1418754168320895
30,156.44613989927444,3875.4647167104135,54.0,-0.009420599551965033,-0.11809299699116382,-0.009643361277832545,-0.11834519893706152,0.025840769735778046,0.13739262512302822
31,172.2658209063685,3873.515622530464,54.0,-0.009420599551965033,-0.21308476971910958,-0.009643361277832545,-0.21058560956089428,0.025840769735778046,0.141130327702945
32,179.01893925451702,3867.320308590613,54.0,-0.009420599551965033,-0.26277904025588866,-0.009643361277832545,-0.266248597962655,0.025840769735778046,0.13928110227284632
33,128.10338903664118,3851.740618485764,54.0,-0.009420599551965033,-0.01404724581725666,-0.009643361277832545,-0.014804877327752243,0.025840769735778046,0.1478447359419663
34,174.16005358193937,3855.0147189033455,54.0,-0.009420599551965033,-0.27606849246906784,-0.009643361277832545,-0.2740877917723499,0.025840769735778046,0.14549729765608083
35,478.15084649167727,4464.183681943689,54.0,-0.009420599551965033,-0.06800411273939085,-0.009643361277832545,-0.06492474824727748,0.025840769735778046,0.1472766075885421
36,463.0904010410905,4457.560365448071,54.0,-0.009420599551965033,0.1736809922545212,-0.009643361277832545,0.17603214589522148,0.025840769735778046,0.1336968756030889
37,437.3541612908576,4458.895894433887,54.0,-0.009420599551965033,0.25134725950142667,-0.009643361277832545,0.2482985253989332,0.025840769735778046,0.14736509949283627
38,413.6573433925362,4471.4083781216295,54.0,-0.009420599551965033,0.006154919210357771,-0.009643361277832545,0.0016776770845910384,0.025840769735778046,0.16644875588400454
39,420.6163417766562,4415.183917581038,54.0,-0.009420599551965033,0.2389872101718151,-0.009643361277832545,0.23446960746393236,0.025840769735778046,0.14833412783267427
40,401.3841185749654,4415.951924993758,54.0,-0.009420599551965033,0.2644100507707841,-0.009643361277832545,0.26556280266473586,0.025840769735778046,0.16645935713391669
41,422.8827476086131,4397.34517396153,54.0,-0.009420599551965033,0.2739616756263118,-0.009643361277832545,0.2734451641917897,0.025840769735778046,0.1510304832655965
42,464.0768372445594,4407.064429668476,54.0,-0.009420599551965033,-0.09715552035351123,-0.009643361277832545,-0.09852870842613848,0.025840769735778046,0.12843216536637184
43,475.8317961471988,4394.399108234459,54.0,-0.009420599551965033,0.054797175916127955,-0.009643361277832545,0.06219020613381244,0.025840769735778046,0.13460135070823223
44,441.7352774844472,4384.348452276274,54.0,-0.009420599551965033,0.14514056847556173,-0.009643361277832545,0.14891910924179202,0.025840769735778046,0.14221718163871547
45,461.8257494002237,4382.902154782314,54.0,-0.009420599551965033,0.10179805828526815,-0.009643361277832545,0.10674783630144433,0.025840769735778046,0.13083543755344376
46,462.3096820238882,4349.882377856321,54.0,-0.009420599551965033,0.34629343042747507,-0.009643361277832545,0.34564428976686523,0.025840769735778046,0.15047880765290006
47,430.0693145736199,4338.606545961896,54.0,-0.009420599551965033,0.24158856579477947,-0.009643361277832545,0.24486634398036705,0.025840769735778046,0.1469828179790933
48,452.48668196591865,4321.181261560588,54.0,-0.009420599551965033,0.11993238716236462,-0.009643361277832545,0.1255186429601272,0.025840769735778046,0.1396660579346079
49,449.044917057454,4427.372863314673,54.0,-0.009420599551965033,-0.07833486025829638,-0.009643361277832545,-0.08025901004921199,0.025840769735778046,0.14228763103342973
50,471.4559701946234,4402.715936092695,54.0,-0.009420599551965033,-0.0024708297392495326,-0.009643361277832545,0.0010756706434702295,0.025840769735778046,0.13618433328756246
51,475.5450238588451,4333.03888591012,54.0,-0.009420599551965033,0.2384334487346254,-0.009643361277832545,0.23929387307608196,0.025840769735778046,0.14190590045876683
52,463.9665587999344,4407.275828022564,54.0,-0.009420599551965033,-0.09774033473271723,-0.009643361277832545,-0.0995399572372637,0.025840769735778046,0.12902956831173412
53,463.2958110311122,4390.486480472092,54.0,-0.009420599551965033,0.08683413569992672,-0.009643361277832545,0.09223826833668533,0.025840769735778046,0.13582006877871208
54,424.7541420823547,4341.807884221032,54.0,-0.009420599551965033,0.229014752255723,-0.009643361277832545,0.23163034468046273,0.025840769735778046,0.15137425668355892
55,475.200490753821,4336.125087441123,54.0,-0.009420599551965033,0.23414561038040735,-0.009643361277832545,0.2316095881001823,0.025840769735778046,0.14178289893825957
56,441.0471192053797,4324.965345583502,54.0,-0.009420599551965033,0.058383978458523986,-0.009643361277832545,0.06078612154035616,0.025840769735778046,0.14642872345799354
57,456.2761219480929,4314.689427575413,54.0,-0.009420599551965033,0.126226324785926,-0.009643361277832545,0.12449622753927653,0.025840769735778046,0.1405732574600703
58,486.3913924564008,4478.416425086557,54.0,-0.009420599551965033,-0.08838516118104446,-0.009643361277832545,-0.0831812336906477,0.025840769735778046,0.1476225639898139
59,434.92773393180914,4463.423300941039,54.0,-0.009420599551965033,0.18349065080432675,-0.009643361277832545,0.18454639473440418,0.025840769735778046,0.14559991779693218
60,454.0574214945663,4458.475818282948,54.0,-0.009420599551965033,0.13494925487054368,-0.009643361277832545,0.12934865013691293,0.025840769735778046,0.13649996495430594
61,464.4083453145252,4461.161482502334,54.0,-0.009420599551965033,0.14326293840314888,-0.009643361277832545,0.13659998151346459,0.025840769735778046,0.12954517609194605
62,433.5165486821991,4418.668216363436,54.0,-0.009420599551965033,0.08987902406019743,-0.009643361277832545,0.09550771405468145,0.025840769735778046,0.14954904327562446
63,449.3852529635216,4425.916545048914,54.0,-0.009420599551965033,-0.08505731255627609,-0.009643361277832545,-0.08375265706077181,0.025840769735778046,0.14369435234615294
64,483.6599253446036,4434.678431866685,54.0,-0.009420599551965033,-0.07522194871272721,-0.009643361277832545,-0.06946273409123926,0.025840769735778046,0.15151439713010725
65,449.19507381456793,4393.341358041034,54.0,-0.009420599551965033,-0.036847343365506206,-0.009643361277832545,-0.030956753948036105,0.025840769735778046,0.14616584742946834
66,443.9862101028399,4377.461544255477,54.0,-0.009420599551965033,0.16773646042281526,-0.009643361277832545,0.16825299615113065,0.025840769735778046,0.15139228136973337
67,466.6332349019849,4378.7179507745,54.0,-0.009420599551965033,0.1493648208589662,-0.009643361277832545,0.15191569253555698,0.025840769735778046,0.13699215621210487
68,447.1765556096275,4356.329542239,54.0,-0.009420599551965033,0.1457821597353633,-0.009643361277832545,0.1484021069274194,0.025840769735778046,0.14974441394376925
69,454.3164335836594,4338.138967133773,54.0,-0.009420599551965033,0.240172087394055,-0.009643361277832545,0.23840935673289748,0.025840769735778046,0.1451712348060727
70,493.6928066659663,4597.231199427339,54.0,-0.009420599551965033,0.061639961638523054,-0.009643361277832545,0.059088787833569315,0.025840769735778046,0.14632874865930662
71,484.3679695761251,4575.18604113906,54.0,-0.009420599551965033,0.01675733362562547,-0.009643361277832545,0.020990751359403582,0.025840769735778046,0.15656111314348464
72,532.2627220778933,4557.589222026572,54.0,-0.009420599551965033,0.35187381389336353,-0.009643361277832545,0.34804289944545097,0.025840769735778046,0.180074620289946
73,523.7563279528324,4473.568851454813,54.0,-0.009420599551965033,0.00961525202638287,-0.009643361277832545,0.0066767363754167315,0.025840769735778046,0.13559212350175465
74,468.6871050542589,4480.412063966041,54.0,-0.009420599551965033,0.07820703377424718,-0.009643361277832545,0.07579734814690615,0.025840769735778046,0.14156366652633356
