ssn,staX,staY,zoneUTM,dc_0_mean,dc_1as_mean,dc_0_med,dc_1as_med,dc_0_unc,dc_1as_unc
1,709.3156474961163,4899.047215952385,54.0,-0.005740329083535543,-0.2400691144337835,-0.005413932939414214,-0.24088829125779393,0.02305951119789884,0.18879014126565097
2,667.6752331939205,4857.261376584086,54.0,-0.005740329083535543,-0.21514403064909104,-0.005413932939414214,-0.21290170162790018,0.02305951119789884,0.17860618483223972
3,819.8396797384605,4886.73951333974,54.0,-0.005740329083535543,-0.3694659202636188,-0.005413932939414214,-0.3720635027679825,0.02305951119789884,0.1488318865311247
4,805.6140450425772,4870.803030726163,54.0,-0.005740329083535543,-0.37861692780478107,-0.005413932939414214,-0.3762452349231412,0.02305951119789884,0.174740068466701
5,735.8336122292334,4885.121782214496,54.0,-0.005740329083535543,-0.3044902672932632,-0.005413932939414214,-0.3072969344669282,0.02305951119789884,0.17340331386030572
6,756.232407030068,4867.317475790108,54.0,-0.005740329083535543,-0.37678364775593487,-0.005413932939414214,-0.37346093464602187,0.02305951119789884,0.17155197265627942
7,777.8676705895632,4861.758225558903,54.0,-0.005740329083535543,-0.38374335626443185,-0.005413932939414214,-0.3775054323427426,0.02305951119789884,0.17009586594948217
8,697.39154249737,4846.12742864999,54.0,-0.005740329083535543,-0.1538964805921307,-0.005413932939414214,-0.15568130190596685,0.02305951119789884,0.15919589415042737
9,756.4256578398193,4846.011984473181,54.0,-0.005740329083535543,-0.3523066906257663,-0.005413932939414214,-0.34610263212054976,0.02305951119789884,0.1673746588464202
10,702.4690973001353,4834.41795369018,54.0,-0.005740329083535543,-0.1890398452082976,-0.005413932939414214,-0.1923647066622086,0.02305951119789884,0.15160905715443132
11,128.51496790687293,3913.739001202812,54.0,-0.005740329083535543,-0.06769932968341155,-0.005413932939414214,-0.06572475616506898,0.02305951119789884,0.14771682861740276
12,154.50504546553583,3901.5896026139903,54.0,-0.005740329083535543,-0.12446760766191953,-0.005413932939414214,-0.11871436765015245,0.02305951119789884,0.15402005224272156
13,182.17667623346983,3902.5741380529994,54.0,-0.005740329083535543,-0.19393138983687655,-0.005413932939414214,-0.1938523254835514,0.02305951119789884,0.14224796309148502
14,166.08076979623368,3894.653559544712,54.0,-0.005740329083535543,-0.21087108395971033,-0.005413932939414214,-0.21082994949777195,0.02305951119789884,0.1389649055918885
15,187.83731878982752,3889.567114997888,54.0,-0.005740329083535543,-0.3170556683338949,-0.005413932939414214,-0.31356935607831216,0.02305951119789884,0.15141403422260616
16,143.10717359488643,3838.030342010029,54.0,-0.005740329083535543,0.031301795059869304,-0.005413932939414214,0.02803242056510901,0.02305951119789884,0.1539198738367403
17,139.77999744006962,3872.595402570746,54.0,-0.005740329083535543,-0.042891501731089084,-0.005413932939414214,-0.04407624382530973,0.02305951119789884,0.16020144671826386
18,123.08297592290974,3868.4555154718055,54.0,-0.005740329083535543,-0.04708570108771571,-0.005413932939414214,-0.05077243133500949,0.02305951119789884,0.16543579129680372
19,137.03362976716522,3837.5668472098328,54.0,-0.005740329083535543,0.06254740038457474,-0.005413932939414214,0.06010145848942712,0.02305951119789884,0.15503948306241852
20,172.65571807246388,3903.30306557218,54.0,-0.005740329083535543,-0.14726828371775194,-0.005413932939414214,-0.14593302357310617,0.02305951119789884,0.14244600241000316
21,161.89050717369193,3870.304886320098,54.0,-0.005740329083535543,-0.22340802498163861,-0.005413932939414214,-0.22406111341639273,0.02305951119789884,0.14436060603524517
22,169.18230311230798,3841.7481574939534,54.0,-0.005740329083535543,-0.1704782939901862,-0.005413932939414214,-0.17622062484100834,0.02305951119789884,0.1683611233920342
23,191.90109938987828,3878.2746935665655,54.0,-0.005740329083535543,-0.35994709332288705,-0.005413932939414214,-0.36426929317312073,0.02305951119789884,0.1563099745374429
24,141.44423435963492,3914.1041134189504,54.0,-0.005740329083535543,-0.11060515783023239,-0.005413932939414214,-0.11360416748043842,0.02305951119789884,0.15249675163412774
25,143.62984271407734,3856.494018898308,54.0,-0.005740329083535543,-0.03746488716063201,-0.005413932939414214,-0.04121888202698208,0.02305951119789884,0.15437570115700844
26,140.03220610245066,3900.631536167624,54.0,-0.005740329083535543,-0.018284986281776213,-0.005413932939414214,-0.021355371777967116,0.02305951119789884,0.15323644494514685
27,166.13464768580218,3894.629348195649,54.0,-0.005740329083535543,-0.21091438120044062,-0.005413932939414214,-0.21061536018208193,0.02305951119789884,0.13897214176461653
28,184.34237201585265,3895.6542281596544,54.0,-0.005740329083535543,-0.2922206017275659,-0.005413932939414214,-0.28663102631401804,0.02305951119789884,0.1422314179415661
29,201.93033620389085,3898.3572697427626,54.0,-0.005740329083535543,-0.2328156447460035,-0.005413932939414214,-0.23483041317645958,0.02305951119789884,0.15680602148687395
30,156.44613989927444,3875.4647167104135,54.0,-0.005740329083535543,-0.18843624858272653,-0.005413932939414214,-0.187690102822652,0.02305951119789884,0.14944033879100327
31,172.2658209063685,3873.515622530464,54.0,-0.005740329083535543,-0.2847519946420348,-0.005413932939414214,-0.29060420099564044,0.02305951119789884,0.1468443587230447
32,179.01893925451702,3867.320308590613,54.0,-0.005740329083535543,-0.31771865574958585,-0.005413932939414214,-0.3143653421228715,0.02305951119789884,0.15448363985709068
33,128.10338903664118,3851.740618485764,54.0,-0.005740329083535543,0.005743101505050092,-0.005413932939414214,0.008656850313751255,0.02305951119789884,0.15429263713490018
34,174.16005358193937,3855.0147189033455,54.0,-0.005740329083535543,-0.28617179360138406,-0.005413932939414214,-0.28528958267324867,0.02305951119789884,0.1573319858952465
35,478.15084649167727,4464.183681943689,54.0,-0.005740329083535543,-0.12447424442247723,-0.005413932939414214,-0.1197374574900113,0.02305951119789884,0.16315483225403082
36,463.0904010410905,4457.560365448071,54.0,-0.005740329083535543,0.09015767281095731,-0.005413932939414214,0.0875523365307431,0.02305951119789884,0.14429757964683748
37,437.3541612908576,4458.895894433887,54.0,-0.005740329083535543,0.1552796801285278,-0.005413932939414214,0.1493184686269432,0.02305951119789884,0.15213083571086364
38,413.6573433925362,4471.4083781216295,54.0,-0.005740329083535543,-0.028964252370891196,-0.005413932939414214,-0.024616623338772264,0.02305951119789884,0.1792133887273606
39,420.6163417766562,4415.183917581038,54.0,-0.005740329083535543,0.25467377771169014,-0.005413932939414214,0.2531755913707108,0.02305951119789884,0.1666595595965111
40,401.3841185749654,4415.951924993758,54.0,-0.005740329083535543,0.2526494146867672,-0.005413932939414214,0.24902781399899446,0.02305951119789884,0.1819978939044272
41,422.8827476086131,4397.34517396153,54.0,-0.005740329083535543,0.16620720402349423,-0.005413932939414214,0.15973411993585748,0.02305951119789884,0.16448210619394907
42,464.0768372445594,4407.064429668476,54.0,-0.005740329083535543,0.11903511501287149,-0.005413932939414214,0.11890808098469229,0.02305951119789884,0.1329048510612126
43,475.8317961471988,4394.399108234459,54.0,-0.005740329083535543,0.06716360950798088,-0.005413932939414214,0.07074985454098548,0.02305951119789884,0.15492355180435793
44,441.7352774844472,4384.348452276274,54.0,-0.005740329083535543,0.021011129543943755,-0.005413932939414214,0.015948877012458982,0.02305951119789884,0.14821669562723855
45,461.8257494002237,4382.902154782314,54.0,-0.005740329083535543,-0.023865224135744396,-0.005413932939414214,-0.02258248014457446,0.02305951119789884,0.14421960928651453
46,462.3096820238882,4349.882377856321,54.0,-0.005740329083535543,0.08966302428851482,-0.005413932939414214,0.08404137895304004,0.02305951119789884,0.16723536668873165
47,430.0693145736199,4338.606545961896,54.0,-0.005740329083535543,-0.10085212242599276,-0.005413932939414214,-0.10655384960545004,0.02305951119789884,0.16006527142242344
48,452.48668196591865,4321.181261560588,54.0,-0.005740329083535543,-0.059036308824062696,-0.005413932939414214,-0.06105023260195723,0.02305951119789884,0.15324867696052263
49,449.044917057454,4427.372863314673,54.0,-0.005740329083535543,0.08891539864904226,-0.005413932939414214,0.08554992533639125,0.02305951119789884,0.1480834187935346
50,471.4559701946234,4402.715936092695,54.0,-0.005740329083535543,0.06945873099623047,-0.005413932939414214,0.06824073565956698,0.02305951119789884,0.14940114400920876
51,475.5450238588451,4333.03888591012,54.0,-0.005740329083535543,0.22541876672627026,-0.005413932939414214,0.22604953093895516,0.02305951119789884,0.15145459076562034
52,463.9665587999344,4407.275828022564,54.0,-0.005740329083535543,0.12047817930631605,-0.005413932939414214,0.12308384130028671,0.02305951119789884,0.13318402339355664
53,463.2958110311122,4390.486480472092,54.0,-0.005740329083535543,0.05517480311519107,-0.005413932939414214,0.053416219132837436,0.02305951119789884,0.14476336226439981
54,424.7541420823547,4341.807884221032,54.0,-0.005740329083535543,-0.12197078731796922,-0.005413932939414214,-0.11946964532441032,0.02305951119789884,0.1648043673410528
55,475.200490753821,4336.125087441123,54.0,-0.005740329083535543,0.20277479024214135,-0.005413932939414214,0.2010821540257281,0.02305951119789884,0.14994878795482827
56,441.0471192053797,4324.965345583502,54.0,-0.005740329083535543,-0.18241781889512246,-0.005413932939414214,-0.17946949248738192,0.02305951119789884,0.16051015325946785
57,456.2761219480929,4314.689427575413,54.0,-0.005740329083535543,-0.06278412510240483,-0.005413932939414214,-0.06062382522777183,0.02305951119789884,0.16237433920204775
58,486.3913924564008,4478.416425086557,54.0,-0.005740329083535543,-0.1128488304217083,-0.005413932939414214,-0.10583807045182603,0.02305951119789884,0.15925319879577451
59,434.92773393180914,4463.423300941039,54.0,-0.005740329083535543,0.09096233388544575,-0.005413932939414214,0.0936658649712608,0.02305951119789884,0.15410362654451465
60,454.0574214945663,4458.475818282948,54.0,-0.005740329083535543,0.06348607958391553,-0.005413932939414214,0.05973094494699811,0.02305951119789884,0.14834529126823287
61,464.4083453145252,4461.161482502334,54.0,-0.005740329083535543,0.02824790900452535,-0.005413932939414214,0.029568652442036512,0.02305951119789884,0.14152467409964206
62,433.5165486821991,4418.668216363436,54.0,-0.005740329083535543,0.21603304155960487,-0.005413932939414214,0.22000042455906524,0.02305951119789884,0.15830129817618352
63,449.3852529635216,4425.916545048914,54.0,-0.005740329083535543,0.08050605922923953,-0.005413932939414214,0.08324342824422151,0.02305951119789884,0.14793950358010158
64,483.6599253446036,4434.678431866685,54.0,-0.005740329083535543,-0.012733273829374768,-0.005413932939414214,-0.013740853213835814,0.02305951119789884,0.1657707214351368
65,449.19507381456793,4393.341358041034,54.0,-0.005740329083535543,-0.03747621397689897,-0.005413932939414214,-0.03123853965470391,0.02305951119789884,0.15252691339186125
66,443.9862101028399,4377.461544255477,54.0,-0.005740329083535543,-0.04481201493708676,-0.005413932939414214,-0.04458726426812566,0.02305951119789884,0.15385796952883474
67,466.6332349019849,4378.7179507745,54.0,-0.005740329083535543,-0.021728049249291444,-0.005413932939414214,-0.02077942569560183,0.02305951119789884,0.14487026188902982
68,447.1765556096275,4356.329542239,54.0,-0.005740329083535543,-0.08436711464568176,-0.005413932939414214,-0.08862040470986621,0.02305951119789884,0.173373833444502
69,454.3164335836594,4338.138967133773,54.0,-0.005740329083535543,-0.11094458293691671,-0.005413932939414214,-0.10685163590164948,0.02305951119789884,0.16448169381577676
70,493.6928066659663,4597.231199427339,54.0,-0.005740329083535543,0.0794332881383712,-0.005413932939414214,0.07949551648768977,0.02305951119789884,0.15608715067469345
71,484.3679695761251,4575.18604113906,54.0,-0.005740329083535543,0.0015597212905757822,-0.005413932939414214,0.012887350509131718,0.02305951119789884,0.16084641909845465
72,532.2627220778933,4557.589222026572,54.0,-0.005740329083535543,0.34806693067134703,-0.005413932939414214,0.34221687042979665,0.02305951119789884,0.18336233732583135
