ssn,staX,staY,zoneUTM,dc_0_mean,dc_1as_mean,dc_0_med,dc_1as_med,dc_0_unc,dc_1as_unc
1,709.3156474961163,4899.047215952385,54.0,0.0002405382830789706,-0.1801516918067475,-0.0007399671677599635,-0.18014693060775525,0.024126926260998743,0.13986073751940678
2,667.6752331939205,4857.261376584086,54.0,0.0002405382830789706,-0.19336370605743403,-0.0007399671677599635,-0.1925318114994839,0.024126926260998743,0.13420140360720617
3,819.8396797384605,4886.73951333974,54.0,0.0002405382830789706,-0.18170510803137496,-0.0007399671677599635,-0.1799402655897794,0.024126926260998743,0.11758663615604469
4,805.6140450425772,4870.803030726163,54.0,0.0002405382830789706,-0.0821331922803872,-0.0007399671677599635,-0.07952122270860609,0.024126926260998743,0.13062829936460238
5,735.8336122292334,4885.121782214496,54.0,0.0002405382830789706,-0.15604809266746814,-0.0007399671677599635,-0.15519812062878932,0.024126926260998743,0.13473579871294722
6,756.232407030068,4867.317475790108,54.0,0.0002405382830789706,-0.14541499260458401,-0.0007399671677599635,-0.1433908604669898,0.024126926260998743,0.13269261266072938
7,777.8676705895632,4861.758225558903,54.0,0.0002405382830789706,-0.0735417359446422,-0.0007399671677599635,-0.07131303976709694,0.024126926260998743,0.1342958570151721
8,697.39154249737,4846.12742864999,54.0,0.0002405382830789706,-0.14060543949009613,-0.0007399671677599635,-0.1444140367004924,0.024126926260998743,0.11913257610527403
9,756.4256578398193,4846.011984473181,54.0,0.0002405382830789706,-0.14496509999978194,-0.0007399671677599635,-0.14405394925526177,0.024126926260998743,0.1336784726331886
10,702.4690973001353,4834.41795369018,54.0,0.0002405382830789706,-0.1358433917782734,-0.0007399671677599635,-0.13791899507817873,0.024126926260998743,0.11640729685969413
11,128.51496790687293,3913.739001202812,54.0,0.0002405382830789706,0.06418334202087546,-0.0007399671677599635,0.06457873935975733,0.024126926260998743,0.12196235587662785
12,154.50504546553583,3901.5896026139903,54.0,0.0002405382830789706,-0.03623548942053883,-0.0007399671677599635,-0.03858772390880001,0.024126926260998743,0.11132954239791659
13,182.17667623346983,3902.5741380529994,54.0,0.0002405382830789706,-0.15152862355384908,-0.0007399671677599635,-0.1526059030612389,0.024126926260998743,0.10871410995686578
14,166.08076979623368,3894.653559544712,54.0,0.0002405382830789706,-0.08262251086228793,-0.0007399671677599635,-0.08237017548532724,0.024126926260998743,0.10298869394207383
15,187.83731878982752,3889.567114997888,54.0,0.0002405382830789706,-0.23132206980724127,-0.0007399671677599635,-0.23447892339306314,0.024126926260998743,0.11442407598159099
16,143.10717359488643,3838.030342010029,54.0,0.0002405382830789706,-0.20877074592652753,-0.0007399671677599635,-0.21265243728594468,0.024126926260998743,0.12548350124502555
17,139.77999744006962,3872.595402570746,54.0,0.0002405382830789706,-0.06971904209373772,-0.0007399671677599635,-0.07460875047236892,0.024126926260998743,0.12768025220654047
18,123.08297592290974,3868.4555154718055,54.0,0.0002405382830789706,-0.02501929926900685,-0.0007399671677599635,-0.02898592136303389,0.024126926260998743,0.13271020402440784
19,137.03362976716522,3837.5668472098328,54.0,0.0002405382830789706,-0.2542576084198396,-0.0007399671677599635,-0.25569157005863463,0.024126926260998743,0.12581240297898214
20,172.65571807246388,3903.30306557218,54.0,0.0002405382830789706,-0.10530045947353518,-0.0007399671677599635,-0.10715822633941874,0.024126926260998743,0.1097715541323186
21,161.89050717369193,3870.304886320098,54.0,0.0002405382830789706,-0.18560532476381614,-0.0007399671677599635,-0.1863091431618975,0.024126926260998743,0.1199912450013161
22,169.18230311230798,3841.7481574939534,54.0,0.0002405382830789706,-0.32071787813907254,-0.0007399671677599635,-0.32225070179293624,0.024126926260998743,0.13176886680962743
23,191.90109938987828,3878.2746935665655,54.0,0.0002405382830789706,-0.2304811798689108,-0.0007399671677599635,-0.23268667200424908,0.024126926260998743,0.12053724258892493
24,141.44423435963492,3914.1041134189504,54.0,0.0002405382830789706,-0.0002389075629239353,-0.0007399671677599635,-0.0014116031443906732,0.024126926260998743,0.11757537895837139
25,143.62984271407734,3856.494018898308,54.0,0.0002405382830789706,-0.20437137534855448,-0.0007399671677599635,-0.20705002469955525,0.024126926260998743,0.12509110602046145
