rsn,eqid,ssn,eqX,eqY,staX,staY,zoneUTM,dc_0_mean,Lc_ca_mean,dc_0_med,Lc_ca_med,dc_0_unc,Lc_ca_unc
1,38,0,292.2609771757026,3909.816818957042,128.51496790687293,3913.739001202812,54.0,0.07149827058002234,-0.9759535896801559,0.07097594804820245,-0.9708824663862559,0.016752378259263567,0.3075760369981115
2,25,0,264.330530090726,3842.899620060988,128.51496790687293,3913.739001202812,54.0,0.07149827058002234,-1.01390898613164,0.07097594804820245,-1.0071664019570892,0.016752378259263567,0.31809139670085596
3,53,1,275.4374088407163,3843.51011953928,154.50504546553583,3901.5896026139903,54.0,0.07149827058002234,-0.8158011393667618,0.07097594804820245,-0.807031849984762,0.016752378259263567,0.26114004357982984
4,38,1,292.2609771757026,3909.816818957042,154.50504546553583,3901.5896026139903,54.0,0.07149827058002234,-0.8164882602351915,0.07097594804820245,-0.8122163017516901,0.016752378259263567,0.2506071132050379
5,25,1,264.330530090726,3842.899620060988,154.50504546553583,3901.5896026139903,54.0,0.07149827058002234,-0.828722559957577,0.07097594804820245,-0.8224705300538407,0.016752378259263567,0.2533971846965979
6,38,2,292.2609771757026,3909.816818957042,182.17667623346983,3902.5741380529994,54.0,0.07149827058002234,-0.6491827714181013,0.07097594804820245,-0.646921333622743,0.016752378259263567,0.19368668634549396
7,28,2,181.0656949265822,4007.0767963031503,182.17667623346983,3902.5741380529994,54.0,0.07149827058002234,-0.8633778729453236,0.07097594804820245,-0.8646260703401666,0.016752378259263567,0.20973777380710615
8,25,2,264.330530090726,3842.899620060988,182.17667623346983,3902.5741380529994,54.0,0.07149827058002234,-0.5903130661520052,0.07097594804820245,-0.5831956270373586,0.016752378259263567,0.19200592130809635
9,53,2,275.4374088407163,3843.51011953928,182.17667623346983,3902.5741380529994,54.0,0.07149827058002234,-0.5728083091341483,0.07097594804820245,-0.5632700713824113,0.016752378259263567,0.19846265250101006
10,38,3,292.2609771757026,3909.816818957042,187.83731878982752,3889.567114997888,54.0,0.07149827058002234,-0.6028555799377459,0.07097594804820245,-0.6003074260001442,0.016752378259263567,0.18435547026229798
11,25,3,264.330530090726,3842.899620060988,187.83731878982752,3889.567114997888,54.0,0.07149827058002234,-0.5506580324531608,0.07097594804820245,-0.544551981652252,0.016752378259263567,0.17219180363941267
12,25,4,264.330530090726,3842.899620060988,143.10717359488643,3838.030342010029,54.0,0.07149827058002234,-1.227356726605456,0.07097594804820245,-1.2279203579340008,0.016752378259263567,0.27022277038912973
