rsn,eqid,ssn,eqX,eqY,staX,staY,zoneUTM,dc_0_mean,Lc_ca_mean,dc_0_med,Lc_ca_med,dc_0_unc,Lc_ca_unc
1,38,0,292.2609771757026,3909.816818957042,128.51496790687293,3913.739001202812,54.0,0.08630086574955662,-0.5120484927344664,0.08584600429574954,-0.507721199119092,0.015436846713166804,0.19505365404153385
2,25,0,264.330530090726,3842.899620060988,128.51496790687293,3913.739001202812,54.0,0.08630086574955662,-0.555350697414131,0.08584600429574954,-0.5528514116967823,0.015436846713166804,0.19355548509927856
3,53,1,275.4374088407163,3843.51011953928,154.50504546553583,3901.5896026139903,54.0,0.08630086574955662,-0.41819493446466177,0.08584600429574954,-0.4141645293933235,0.015436846713166804,0.154522953018271
4,38,1,292.2609771757026,3909.816818957042,154.50504546553583,3901.5896026139903,54.0,0.08630086574955662,-0.4154345395222137,0.08584600429574954,-0.4114376463516345,0.015436846713166804,0.16002675246384035
5,25,1,264.330530090726,3842.899620060988,154.50504546553583,3901.5896026139903,54.0,0.08630086574955662,-0.43881976969432135,0.08584600429574954,-0.4366058790305136,0.015436846713166804,0.15339771528464147
6,38,2,292.2609771757026,3909.816818957042,182.17667623346983,3902.5741380529994,54.0,0.08630086574955662,-0.3257576442265356,0.08584600429574954,-0.3227246575109745,0.015436846713166804,0.1259164745248421
7,28,2,181.0656949265822,4007.0767963031503,182.17667623346983,3902.5741380529994,54.0,0.08630086574955662,-0.47493808959772466,0.08584600429574954,-0.471550476311899,0.015436846713166804,0.1322900945365777
8,25,2,264.330530090726,3842.899620060988,182.17667623346983,3902.5741380529994,54.0,0.08630086574955662,-0.2527839027668218,0.08584600429574954,-0.24868974076550798,0.015436846713166804,0.11132793255169006
9,53,2,275.4374088407163,3843.51011953928,182.17667623346983,3902.5741380529994,54.0,0.08630086574955662,-0.23174698210175962,0.08584600429574954,-0.22577256555289632,0.015436846713166804,0.1113956213355673
10,38,3,292.2609771757026,3909.816818957042,187.83731878982752,3889.567114997888,54.0,0.08630086574955662,-0.2804161705099314,0.08584600429574954,-0.27586123625500064,0.015436846713166804,0.10925776117490257
11,25,3,264.330530090726,3842.899620060988,187.83731878982752,3889.567114997888,54.0,0.08630086574955662,-0.25881325221836093,0.08584600429574954,-0.2559732475962158,0.015436846713166804,0.10227623864770453
12,25,4,264.330530090726,3842.899620060988,143.10717359488643,3838.030342010029,54.0,0.08630086574955662,-0.8418283092781669,0.08584600429574954,-0.8420595696878126,0.015436846713166804,0.17072359774739612
13,21,5,103.34699834515416,4117.964937310308,139.77999744006962,3872.595402570746,54.0,0.08630086574955662,-0.9148125756659413,0.08584600429574954,-0.9029702202091602,0.015436846713166804,0.33184023112708116
14,18,5,97.03457460542091,3675.453369364249,139.77999744006962,3872.595402570746,54.0,0.08630086574955662,-0.5896608482777518,0.08584600429574954,-0.5704263105823626,0.015436846713166804,0.2610542884719338
15,18,6,81.55980152094574,3678.88477611573,123.08297592290974,3868.4555154718055,54.0,0.08630086574955662,-0.46199769358469345,0.08584600429574954,-0.44374001298293514,0.015436846713166804,0.23964880405040306
16,25,6,264.330530090726,3842.899620060988,123.08297592290974,3868.4555154718055,54.0,0.08630086574955662,-0.78434872144698,0.08584600429574954,-0.7861601747263008,0.015436846713166804,0.19525976657035943
17,21,6,103.34699834515416,4117.964937310308,123.08297592290974,3868.4555154718055,54.0,0.08630086574955662,-0.9619295237669939,0.08584600429574954,-0.9515872244436595,0.015436846713166804,0.3473803889790538
18,38,7,292.2609771757026,3909.816818957042,137.03362976716522,3837.5668472098328,54.0,0.08630086574955662,-0.6461830483072837,0.08584600429574954,-0.6386352670556277,0.015436846713166804,0.1840816531113476
19,25,7,264.330530090726,3842.899620060988,137.03362976716522,3837.5668472098328,54.0,0.08630086574955662,-0.8716109835063809,0.08584600429574954,-0.8714186976628603,0.015436846713166804,0.179799249943043
20,18,7,101.67141511603498,3674.484805454924,137.03362976716522,3837.5668472098328,54.0,0.08630086574955662,-0.4532335222117969,0.08584600429574954,-0.43456761897327206,0.015436846713166804,0.21615109724385095
21,38,8,292.2609771757026,3909.816818957042,172.65571807246388,3903.30306557218,54.0,0.08630086574955662,-0.3518793453829732,0.08584600429574954,-0.3484646767381805,0.015436846713166804,0.13714398205078476
22,25,8,264.330530090726,3842.899620060988,172.65571807246388,3903.30306557218,54.0,0.08630086574955662,-0.30983078144174614,0.08584600429574954,-0.3070458232085129,0.015436846713166804,0.1247703742187873
23,18,8,122.91219023912598,3669.973659608032,172.65571807246388,3903.30306557218,54.0,0.08630086574955662,-0.9944828875392131,0.08584600429574954,-0.9857502537146153,0.015436846713166804,0.33947860368298044
24,18,9,119.10864313893713,3670.787988011353,161.89050717369193,3870.304886320098,54.0,0.08630086574955662,-0.7914256429958637,0.08584600429574954,-0.7811525432920526,0.015436846713166804,0.28636329251040177
25,18,10,126.52937545907687,3669.1679992851136,169.18230311230798,3841.7481574939534,54.0,0.08630086574955662,-0.7184431353820329,0.08584600429574954,-0.7144928047530101,0.015436846713166804,0.26028886144227364
26,53,10,275.4374088407163,3843.51011953928,169.18230311230798,3841.7481574939534,54.0,0.08630086574955662,-0.7245508418426204,0.08584600429574954,-0.7250853875675093,0.015436846713166804,0.14962687064771482
27,25,10,264.330530090726,3842.899620060988,169.18230311230798,3841.7481574939534,54.0,0.08630086574955662,-0.6760592671245522,0.08584600429574954,-0.6767394596302548,0.015436846713166804,0.1330705813577847
28,38,10,292.2609771757026,3909.816818957042,169.18230311230798,3841.7481574939534,54.0,0.08630086574955662,-0.4996502580591474,0.08584600429574954,-0.493292365507707,0.015436846713166804,0.1410734295326016
29,38,11,292.2609771757026,3909.816818957042,191.90109938987828,3878.2746935665655,54.0,0.08630086574955662,-0.21961816431563272,0.08584600429574954,-0.21260787504967932,0.015436846713166804,0.09501590832901373
30,53,11,275.4374088407163,3843.51011953928,191.90109938987828,3878.2746935665655,54.0,0.08630086574955662,-0.2880220012695566,0.08584600429574954,-0.28518671949661173,0.015436846713166804,0.10268008611995315
31,25,11,264.330530090726,3842.899620060988,191.90109938987828,3878.2746935665655,54.0,0.08630086574955662,-0.2859176378640872,0.08584600429574954,-0.28425253892966984,0.015436846713166804,0.09796854236271235
32,18,11,126.52937545907687,3669.1679992851136,191.90109938987828,3878.2746935665655,54.0,0.08630086574955662,-1.0202266220519451,0.08584600429574954,-1.017881190360973,0.015436846713166804,0.3178597037245561
33,25,12,264.330530090726,3842.899620060988,141.44423435963492,3914.1041134189504,54.0,0.08630086574955662,-0.47236218776552974,0.08584600429574954,-0.46957510098599503,0.015436846713166804,0.17246901000084347
34,38,13,292.2609771757026,3909.816818957042,143.62984271407734,3856.494018898308,54.0,0.08630086574955662,-0.5172442078640512,0.08584600429574954,-0.510112593358376,0.015436846713166804,0.1651684606374268
35,53,13,275.4374088407163,3843.51011953928,143.62984271407734,3856.494018898308,54.0,0.08630086574955662,-0.7816553270255495,0.08584600429574954,-0.7829460921603407,0.015436846713166804,0.18206098324818706
36,25,13,264.330530090726,3842.899620060988,143.62984271407734,3856.494018898308,54.0,0.08630086574955662,-0.7636839665545297,0.08584600429574954,-0.765017971067891,0.015436846713166804,0.16707836592504965
37,18,13,104.17458112864377,3673.9383146686832,143.62984271407734,3856.494018898308,54.0,0.08630086574955662,-0.5592008883889839,0.08584600429574954,-0.5401919134410872,0.015436846713166804,0.24799187542149398
38,28,14,181.0656949265822,4007.0767963031503,140.03220610245066,3900.631536167624,54.0,0.08630086574955662,-0.42351059105890204,0.08584600429574954,-0.42168926972585696,0.015436846713166804,0.1506433236828476
39,38,14,292.2609771757026,3909.816818957042,140.03220610245066,3900.631536167624,54.0,0.08630086574955662,-0.46906883244747366,0.08584600429574954,-0.4648383498722068,0.015436846713166804,0.17945686026932817
40,18,14,91.38061998577184,3676.689171757528,140.03220610245066,3900.631536167624,54.0,0.08630086574955662,-0.6596314527713046,0.08584600429574954,-0.6402204051781367,0.015436846713166804,0.2938361899745895
41,21,15,103.34699834515416,4117.964937310308,166.13464768580218,3894.629348195649,54.0,0.08630086574955662,-0.7417677359623385,0.08584600429574954,-0.7311532865789728,0.015436846713166804,0.29398754729953397
42,38,15,292.2609771757026,3909.816818957042,166.13464768580218,3894.629348195649,54.0,0.08630086574955662,-0.41176980907217997,0.08584600429574954,-0.41024861892301934,0.015436846713166804,0.14894687939531923
43,25,15,264.330530090726,3842.899620060988,166.13464768580218,3894.629348195649,54.0,0.08630086574955662,-0.3860113213700398,0.08584600429574954,-0.3846244081556853,0.015436846713166804,0.13533048853551977
44,53,15,275.4374088407163,3843.51011953928,166.13464768580218,3894.629348195649,54.0,0.08630086574955662,-0.37031982826096943,0.08584600429574954,-0.3671987585373305,0.015436846713166804,0.137188771623957
45,18,15,118.27240388292726,3670.9317607653247,166.13464768580218,3894.629348195649,54.0,0.08630086574955662,-0.8974113335404379,0.08584600429574954,-0.8852901538039982,0.015436846713166804,0.3206387935889534
46,28,15,181.0656949265822,4007.0767963031503,166.13464768580218,3894.629348195649,54.0,0.08630086574955662,-0.48961368784672543,0.08584600429574954,-0.4867212146659978,0.015436846713166804,0.14528089937170888
47,38,16,292.2609771757026,3909.816818957042,184.34237201585265,3895.6542281596544,54.0,0.08630086574955662,-0.33388504454205925,0.08584600429574954,-0.3320254038984611,0.015436846713166804,0.12424789557275989
48,18,16,126.52937545907687,3669.1679992851136,184.34237201585265,3895.6542281596544,54.0,0.08630086574955662,-1.019210927254493,0.08584600429574954,-1.017224099710813,0.015436846713166804,0.3349173505237316
49,21,16,103.34699834515416,4117.964937310308,184.34237201585265,3895.6542281596544,54.0,0.08630086574955662,-0.6663069919163889,0.08584600429574954,-0.6566851345606031,0.015436846713166804,0.2907190555349756
50,28,16,181.0656949265822,4007.0767963031503,184.34237201585265,3895.6542281596544,54.0,0.08630086574955662,-0.4981015560407792,0.08584600429574954,-0.49489478459708147,0.015436846713166804,0.14081487483064295
51,53,16,275.4374088407163,3843.51011953928,184.34237201585265,3895.6542281596544,54.0,0.08630086574955662,-0.2444590131150442,0.08584600429574954,-0.23960174935686737,0.015436846713166804,0.10885729095264564
52,25,16,264.330530090726,3842.899620060988,184.34237201585265,3895.6542281596544,54.0,0.08630086574955662,-0.261719356845619,0.08584600429574954,-0.2586074878012913,0.015436846713166804,0.10756796101843544
53,38,17,292.2609771757026,3909.816818957042,201.93033620389085,3898.3572697427626,54.0,0.08630086574955662,-0.2718753046317515,0.08584600429574954,-0.26916938227489845,0.015436846713166804,0.10264041879435587
54,31,17,286.22286085268047,4096.016113555928,201.93033620389085,3898.3572697427626,54.0,0.08630086574955662,-0.8398625769375571,0.08584600429574954,-0.8320483908428872,0.015436846713166804,0.26823165572037266
55,25,17,264.330530090726,3842.899620060988,201.93033620389085,3898.3572697427626,54.0,0.08630086574955662,-0.15109276756242124,0.08584600429574954,-0.14472082502141512,0.015436846713166804,0.08209404287348887
56,53,17,275.4374088407163,3843.51011953928,201.93033620389085,3898.3572697427626,54.0,0.08630086574955662,-0.1452196996734486,0.08584600429574954,-0.13737391941559463,0.015436846713166804,0.08061071768189408
57,22,17,282.91308227706304,4129.966613278081,201.93033620389085,3898.3572697427626,54.0,0.08630086574955662,-0.7591763921669131,0.08584600429574954,-0.7495045150906746,0.015436846713166804,0.2879211299440674
58,28,17,181.0656949265822,4007.0767963031503,201.93033620389085,3898.3572697427626,54.0,0.08630086574955662,-0.49193842887332584,0.08584600429574954,-0.4883522897330027,0.015436846713166804,0.1392455806918432
59,21,17,103.34699834515416,4117.964937310308,201.93033620389085,3898.3572697427626,54.0,0.08630086574955662,-0.6884684530359405,0.08584600429574954,-0.6767525430041793,0.015436846713166804,0.2932179040966529
60,18,17,126.52937545907687,3669.1679992851136,201.93033620389085,3898.3572697427626,54.0,0.08630086574955662,-1.1110546173045794,0.08584600429574954,-1.1090742898667025,0.015436846713166804,0.3458039447093878
61,38,18,292.2609771757026,3909.816818957042,156.44613989927444,3875.4647167104135,54.0,0.08630086574955662,-0.38921471043655925,0.08584600429574954,-0.3829492828896843,0.015436846713166804,0.14667102510924954
62,25,18,264.330530090726,3842.899620060988,156.44613989927444,3875.4647167104135,54.0,0.08630086574955662,-0.5539020779224799,0.08584600429574954,-0.5534466673769556,0.015436846713166804,0.14581824184149922
