rsn,eqid,ssn,eqX,eqY,staX,staY,zoneUTM,dc_0_mean,Lc_ca_mean,dc_0_med,Lc_ca_med,dc_0_unc,Lc_ca_unc
1,38,0,292.2609771757026,3909.816818957042,128.51496790687293,3913.739001202812,54.0,0.08391242663829532,-2.104786922868486,0.08388041090635404,-2.1049106779482045,0.016775007229416893,0.38028038746991627
2,25,0,264.330530090726,3842.899620060988,128.51496790687293,3913.739001202812,54.0,0.08391242663829532,-1.8065082861214588,0.08388041090635404,-1.8110324113359055,0.016775007229416893,0.41267625834722566
3,53,1,275.4374088407163,3843.51011953928,154.50504546553583,3901.5896026139903,54.0,0.08391242663829532,-1.5252972417611153,0.08388041090635404,-1.5302170370336932,0.016775007229416893,0.34781369012443364
4,38,1,292.2609771757026,3909.816818957042,154.50504546553583,3901.5896026139903,54.0,0.08391242663829532,-1.8296002422087307,0.08388041090635404,-1.829879392993131,0.016775007229416893,0.3078430918641981
5,25,1,264.330530090726,3842.899620060988,154.50504546553583,3901.5896026139903,54.0,0.08391242663829532,-1.4862253227997506,0.08388041090635404,-1.4909391168292274,0.016775007229416893,0.32990286702543037
6,38,2,292.2609771757026,3909.816818957042,182.17667623346983,3902.5741380529994,54.0,0.08391242663829532,-1.5496135408187033,0.08388041090635404,-1.550604264937478,0.016775007229416893,0.23939943980693656
7,28,2,181.0656949265822,4007.0767963031503,182.17667623346983,3902.5741380529994,54.0,0.08391242663829532,-1.5160330278584797,0.08388041090635404,-1.5161388568639476,0.016775007229416893,0.25075550375649014
8,25,2,264.330530090726,3842.899620060988,182.17667623346983,3902.5741380529994,54.0,0.08391242663829532,-1.1411842942803827,0.08388041090635404,-1.145611886861206,0.016775007229416893,0.25179925392323166
9,53,2,275.4374088407163,3843.51011953928,182.17667623346983,3902.5741380529994,54.0,0.08391242663829532,-1.1779357972902176,0.08388041090635404,-1.182540940899282,0.016775007229416893,0.26842594133031655
10,38,3,292.2609771757026,3909.816818957042,187.83731878982752,3889.567114997888,54.0,0.08391242663829532,-1.3085306146748912,0.08388041090635404,-1.315458764283397,0.016775007229416893,0.23512822144832973
11,25,3,264.330530090726,3842.899620060988,187.83731878982752,3889.567114997888,54.0,0.08391242663829532,-1.064073052080796,0.08388041090635404,-1.0679146246938014,0.016775007229416893,0.22637597223906467
12,25,4,264.330530090726,3842.899620060988,143.10717359488643,3838.030342010029,54.0,0.08391242663829532,-1.7292973404765262,0.08388041090635404,-1.7301725210243613,0.016775007229416893,0.34829988816085794
13,21,5,103.34699834515416,4117.964937310308,139.77999744006962,3872.595402570746,54.0,0.08391242663829532,-2.785381682655194,0.08388041090635404,-2.779371612353788,0.016775007229416893,0.7076048749866509
14,18,5,97.03457460542091,3675.453369364249,139.77999744006962,3872.595402570746,54.0,0.08391242663829532,-2.0431462914293426,0.08388041090635404,-2.0359005843799665,0.016775007229416893,0.6825732975601927
15,18,6,81.55980152094574,3678.88477611573,123.08297592290974,3868.4555154718055,54.0,0.08391242663829532,-1.8302824051506348,0.08388041090635404,-1.821835808805798,0.016775007229416893,0.6637871387959138
16,25,6,264.330530090726,3842.899620060988,123.08297592290974,3868.4555154718055,54.0,0.08391242663829532,-2.0558275431079855,0.08388041090635404,-2.0638455837041696,0.016775007229416893,0.40441335246578386
17,21,6,103.34699834515416,4117.964937310308,123.08297592290974,3868.4555154718055,54.0,0.08391242663829532,-2.9167848489972843,0.08388041090635404,-2.9133132418560916,0.016775007229416893,0.754748920455504
18,38,7,292.2609771757026,3909.816818957042,137.03362976716522,3837.5668472098328,54.0,0.08391242663829532,-2.0937889047692937,0.08388041090635404,-2.1036210232850245,0.016775007229416893,0.42003111832641593
19,25,7,264.330530090726,3842.899620060988,137.03362976716522,3837.5668472098328,54.0,0.08391242663829532,-1.7950241655900327,0.08388041090635404,-1.7963949168365754,0.016775007229416893,0.36866947723685134
20,18,7,101.67141511603498,3674.484805454924,137.03362976716522,3837.5668472098328,54.0,0.08391242663829532,-1.5947714802483404,0.08388041090635404,-1.5840358874970142,0.016775007229416893,0.5733824270882721
21,38,8,292.2609771757026,3909.816818957042,172.65571807246388,3903.30306557218,54.0,0.08391242663829532,-1.6551353262263317,0.08388041090635404,-1.6559534139754244,0.016775007229416893,0.2621832620993375
22,25,8,264.330530090726,3842.899620060988,172.65571807246388,3903.30306557218,54.0,0.08391242663829532,-1.25115983998723,0.08388041090635404,-1.2563023013940326,0.016775007229416893,0.27522550479265406
